Lyrics,Regueton
"Eternal rains will come, (and) We should say goodbye, (to) Suffer on our own, Song that thoughts were home [?],So hard to keep the darkness from seeping through, When the flood comes to drown us, There's nothing we can do,Told me not to wait, (Un)less I could wait forever, (Be)cause there's no time for us, To comfort in what was,So hard to keep the darkness from seeping through, When the flood comes to drown us, There's nothing we can do,Here it comes, On the cusp, And endlessly, Can't forget,Reaching for the surface, I see you ",False
"Child of autumn was born, To a world of deceit and death, the land of lies, Break her bonds would take her away, And install a sense of loss and eternal sorrow,She walks across the country, She holds her head up high in the rain, Mother was screaming for help, She turns around to stare, At a scene from her memory,She's sighing a wish in her heart, That flows through her blood always, it's come from a dream, That someone is waiting to say her name, And call her to his side at the cusp of eternity ",False
"What's left when the morning comes, Is the memory of a future, When my blood is done, There is nothing left to hold onto,There were friends waiting at my door, They have gone now, for the air is new, Stalked by my word, when the rains came, Made it true and pure to dissolve the hurt,Loneliness and destruction, Pursuing a dream we once had, Is it our intention to follow this road till the end, Even if the end is a word, sorrow,There is a bond between us, Even if it's frayed, it's unbreakable, So I come for you, And I welcome pain for a second, belonging somewhere,There were times when I lost my way, With hope hope pouring from my soul, Shelter from silence, Don't want to bear my scars for you ",False
"If you fall asleep with me, you can dream and drowse, the miuntes turn to hours, We could climb a tree or two, and watch the sun go down, upon our sleepy town, After all the time i spent with you, summer went away, and we just weren't the same, It's just you and me alone, not grown ups but not kids, you kissed me on the lips ",False
"Earth, stream and tree encircled by sea, Waves sweep the sand from my island., My sunsets fade., Field and glade wait only for rain, Grain after grain love erodes my, High weathered walls which fend off the tide, Cradle the wind, to my island.,Gaunt granite climbs where gulls wheel and glide, Mournfully glide o'er my island., My dawn bride's veil, damp and pale, Dissolves in the sun., Love's web is spun - cats prowl, mice run, Wreathe snatch-hand briars where owls know my eyes, Violet skies, Touch my island, Touch me.,Beneath the wind turned wave, Infinite peace, Islands join hands, 'Neath heaven's sea.,Dark harbour quays like fingers of stone, Hungrily reach from my island., Clutch sailor's words - pearls and gourds, Are strewn on my shore., Equal in love, bound in circles., Earth, stream and tree return to the sea, Waves sweep sand from my island, from me.,Beneath the wind turned wave, Infinite peace, Islands join hands, 'Neath heaven's sea. ",False
"Now in this faraway land, Strange that the palms of my hands, Should be damp with expectancy,Spring, and the air's turning mild, City lights and the glimpse of a child, Of the alleyway infantry,Friends - do they know what I mean?, Rain and the gathering green, Of an afternoon out of town,But lord I had to go, The trail was laid too slow behind me, To face the call of fame, Or make a drunkard's name for me, Though now this better life, Has brought a different understanding, And from these endless days, Shall come a broader sympathy, And though I count the hours, To be alone's no injury,My home was a place by the sand, Cliffs and a military band, Blew an air of normality ",False
"Health-food faggot with a bartered bride, Likes to comb his hair with a dipper ride, Once had a friend with a cloven foot, Once he called the tune in a chequered quit,Great Deceiver,In the door on the floor in a paper bag, There's a shoe-shine boy with a gin-shop slag, She raised him up and she called him son, And she canonised the ground that he walked upon,Great Deceiver,Cigarettes, ice cream, figurines of the Virgin Mary, Cigarettes, ice cream, figurines of the Virgin Mary,Cigarettes, ice cream, cadillacs blue jeans,In the night he's a star in the Milky Way, He's a man of the world by the light of day, A golden smile and a proposition, And the breath of God smells of sweet sedition,Great Deceiver,Sing hymns make love get high fall dead, He'll bring his perfume to your bed, He'll charm your life 'til the cold winds blow, Then he'll sell your dreams to a picture show,Cigarettes, ice cream, figurines of the Virgin Mary, Cigarettes, ice cream, figurines of the Virgin Mary,Cadillacs, blue jeans, dixieland playing on the ferry, Cadillacs, blues jeans, drop a glass full of antique sherry ",False
"Shine, shine, the light of good works shine, The watch before the city gates depicted in their prime, That golden light all grimy now, Three hundred years have passed, The worthy Captain and his squad of troopers standing fast,The artist knew their faces well, The husbands of his lady friends, His creditors and councillors, In armour bright, the merchant men,Official moments of the guild, In poses keen from bygone days, The city fathers frozen there, Upon the canvas dark with age,The smell of paint, a flask of wine, And turn those faces all to me, The blunderbuss and halberd-shaft, And Dutch respectability,They make their entrance one by one, Defenders of that way of life, The redbrick home, the bourgeoisie, Guitar lessons for the wife,So many years we suffered here, Our country racked with Spanish wars, Now comes a chance to find ourselves, And quiet reigns behind our doors, We think about posterity again,And so the pride of little men, The burghers good and true, Still living through the painter's hand, Request you all to understand ",False
"Loves comes to you and you follow, Lose one on to the heart of the sunrise, Sharp | Distance, How can the wind with its arms all around me,Lost on a wave and then after, Dream on, on to the heart of the sunrise, Sharp | Distance, How can the wind with so many around me, Lost in the city,Lost in their eyes as you hurry by, Counting the broken ties they decide, Love comes to you and then after, Dream on, on to the heart of the sunrise, Lost on a wave that you're dreaming, Dream on, on to the heart of the sunrise,SHARP | DISTANCE, How can the wind with its arms all around me, SHARP | DISTANCE, How can the wind with so many around me, I feel lost in the city,Lost in their eyes as you hurry by, Counting the broken ties they decided,Straight light moving and removing, Sharpness of the colour sunshine, Straight light searching all the meanings Of the song, Long last treatment of the telling, That relates to all the words sung, Dreamer easy in the chair that really fits you,Love comes to you and then after, Dream on on to the heart of the sunrise, SHARP | DISTANCE, How can the sun with its arms all around me, SHARP | DISTANCE, How can the wind with so many around me, I feel lost in the city ",False
"I remember piano lessons, The hours in freezing rooms, Cruel ears and tiny hands, Destroying timeless tunes,She said there's too much out there, Too much already said, You'd better give up hoping, You're better off in bed,You don't need much to speak of, No class, no wit, no soul, Forget you own agenda, Get ready to be sold,I feel now like Christine Keeler, Sleepwaking in the rain, I didn't mean to lose direction, I didn't want that kind of fame,(Take your hands off my land),Credit me with some intelligence, (if not just credit me), I come in value packs of ten, (in five varieties),And even though I got it all now, My only stupid dream, I see you and me together, And how it should have been,I remember piano lessons, Now everything seems clear, You waiting under streetlights, For dreams to disappear ",False
"Nr jag tnker p den stndiga resan genom livet, Nr det alltid knns som hst, D vnder sej vinden sakta mot norr, och blommorna dr, Det faller regn i mina drmmar,Jag mste resa igen och leta efter trst, Jag mste leta igen efter mhetens rst, Jag mste resa igen till nsta hst, Den stndiga resan till nsta hst,Nr jag vandrar p den steniga vgen genom livet, Nr det knns som jag bar p en sorg, D gmmer sej solen sakta i moln, och ordet r adj, Snart faller sn i mina drmmar,Jag mste resa igen och leta efter trst, Jag mste leta igen efter mhetens rst, Jag mste resa igen till nsta hst, Den stndiga resan till nsta hst,[English Translation],-The Perpetual Journey-,When I think of the perpetual journey through life, When it always feels like autumn, The wind moves slowly to the north, And the flowers die, Rain falls in my dreams,I must travel again and search for comfort, I must search again for the voice of tenderness, I must travel again to next autumn, The perpetual journey to next autumn,When I wander on the stony road through life, When it felt like I carried a sorrow, Then the sun hides slowly in the clouds, and [indistinct] goodbye, Soon the snow falls in my dreams,I must travel again and search for comfort, I must search again for the voice of tenderness, I must travel again to next autumn, The perpetual journey to next autumn, Oh the perpetual journey to next autumn ",False
"The butterfly sailed on the breeze, Past a field of barbed wire trees, Where golden dragons chased around, Pampered poppies on the ground, Two silver trout sat way on high, And watched a royal samurai, Plant two black orchids in a box, And strap it to a laughing fox, A minstrel bought a crooked spoon, He gave it to a blue baboon, Who filled it full of virgin snow, And watched it in the afterglow,Fat toad stood in his ballet shoes, Teaching sixteen kangaroos, How to skip across a lake, They found it hard to stay awake, A pharaoh played a merry tune, And watched nine cats dance on the moon, I didn't know what all this meant, I didn't know why I'd been sent.,The Insignificance version of Nine Cats has the following additional at the end:,I threw 5 clocks down on my bed, The chimes danced out on golden threads, And turned to footprints on my wall, Sequined tears began to fall ",False
"Can't feel the pain that I expected, I still place keys in the ignition, I know what will be, One thought is stopping me from sleeping, I saw the future and it's breeding, I know what will be,Could be a last resort, Could go against us all,There are three things that I would die for, But I am sure you're not one of them, I know what will be,Could be a last resort, Could go against us all,You think you've guarded all at dark now, You stole them off someone suspecting, I know what will be, I hold your birth control to ransom, The cells divided grow inside you, I know what will be ",False
"He captured and collected things, And he put them in a shed, He raised a proper family, So he could tie them to a bed,The creator had a mastertape, But he left it in a cab, I stared into the void tonight, The best dream I ever had,He worked himself into the ground, And drove a spike into his head, A voice said, ""Are you happy now?, Your sordid home is running red"",The creator had a mastertape, But he left it in a cab, I stared into the void tonight, Best dream I ever had,Pills and chloroform, All the pages torn, Pills and chloroform, All the pages torn, Pills and chloroform, All the pages torn ",False
"I won't shiver in the cold, I won't let the shadows take their toll, I won't cover my head in the dark, And I won't forget you when we part,Collapse the Light Into Earth,I won't heal given time, I won't try to change your mind, I won't feel better in the cold light of day, But I wouldn't stop you if you wanted to stay,Collapse the Light Into Earth ",False
"Still it came passing by, The pieces weaved together rose the sun, And fooled me with another day, The knocking message called for my life,Sealed the spell of my scrawny body, Soil to skin, My next of kin, Damp air grasped, Stole the words, And greeted me with a hiss,This is forgiveness, So I know, Once I repent I seal the lid, I slither for you and I'm dying, I find trust in hate,They wear white for me, Seemingly jaded and lost, I forge myself into your dreams, And here I am your life,Hangman, Clutching at his tools, I will come for you,The noose is tied, Murmur through the crowd, Plunging into anywhere but here,Cloak-captured sighs of relief, As the primal touch brought me back, And the last sight I did see is still here, Beckoning right behind me ",False
"I arose from the lullaby, Enduring yet another tale, You tempt me again, With your embrace, so tainted, Within the night you beckon, Cursing me with every glance,Bring me through, Carry my empty shadow, And guide me inside your warped labyrinth, To the well of sin, I swear I will always love you,Leave me speechless, Release my yearning, The soil I walk is clad with light, Drifting moons thrust me with their rays, And I fall inside,I lament this heritage, Cannot bid farewell, The pale face... you went as far as you could, And from that moment, I witnessed your beauty, fealt your death,Mine is yours, mine is yours,In the wake of dawn, The mist of morning linger before it leaves, Invisible eyes, red reflection, It is you, Smiling in the midst of the moor ",False
"Returned from a hibernal dream, Voices fell like marble, No longer by my side, Gone all that would linger,Ripped from my embrace, Melinda reflected in shafts, Red line round her neck, Met the earth in silence,White faced, Haggard grin, This serenity painted death, With a halo of bitter disease, Black paragon in lingering breath,White faced, Haggard grin, This serenity painted death, With a halo of bitter disease, Black paragon in lingering breath,Saw here fading, blank stare into me, Clenched fist from the beautiful pain,Darkness reared its head, Tearing within the reeling haze, Took control, Claiming my flesh, Piercing rage, Perfect tantrum, Each and every one would die at my hand, Choking in warm ponds of blood, At last, weak and torn, I went down, Drained from strength, Flickering breath,Came with the moon, The wayward in concious state, Flanked and barred in destiny's end, Underneath with hope in laches, Swathed in filth, Any would betoken, Starlit shadows on the wall, Finally there to collect me, From the bowels of sin,White faced, Haggard grin, This serenity painted death, With a halo of bitter disease, Black paragon in lingering breath,White faced, Haggard grin, This serenity painted death, With a halo of bitter disease, Black paragon in lingering breath ",False
"Here is my car, my phone and my TV, I've got it all but you can see through me,But am I here? It's kind of hard to tell, I do a good impression of myself, But what's normal now anyhow?,Sullen and bored the kids stay, And in this way wish away each day, Stoned in the mall the kids play, And in this way wish away each day,Prescription drugs, they help me through the day, And that restraining order keeps me well at bay, But what's normal now anyway?,Sullen and bored the kids stay, And in this way wish away each day, Stoned in the mall the kids play, And in this way wish away each day,Sullen and bored the kids stay, And in this way wish away each day, Stoned in the mall the kids play, And in this way wish away each day,Wish I was old and a little sentimental, Wish I was old and a little sentimental, Wish I was old and a little sentimental - wish I was old, Wish I was old and a little sentimental - wish I was old, Wish I was old and a little sentimental - wish I was old - You gotta see the waves, not the wine bottle in the waves now, Wish I was old and a little sentimental - wish I was old - You gotta see the waves, not the wine bottle in the waves now, Wish I was old and a little sentimental - wish I was old - You gotta see the waves, not the wine bottle in the waves now, Wish I was old and a little sentimental - wish I was old - You gotta see the waves, not the wine bottle in the waves now,Wish I was old and a little sentimental, Wish I was old and a little sentimental, Wish I was old and a little sentimental - wish I was old - You gotta see the waves, not the wine bottle in the waves now, Wish I was old and a little ",False
"Run through forests on a hot Summer day, Trying to break down walls of numbing pain,Give me the freedom to destroy, Give me radioactive toy,Taste the water from a stream of running death, Eat the apple and cough a dying breath,Feel the sun burning through your black skin, Pour me into a hole, inform my next of kin,Run through graveyards on a dusty Winter day, Spit the dirt out and try to say... ",False
"A Caterpillar crawled to me one day and said, Oh what the hell goes on inside your swollen head?, I don't believe that you can see as much as I, Now close your eyes and tell me what do you spy?,I watched nine cats dance on the moon, A flamingo stalked into my room, It bowed its head to me and knelt, To reveal the cards it had dealt, An ace, three jacks, two queens, four kings, Then turned them into burning rings, The flames jumped out and chased four mice, Caught by their tails they turned to ice.,A cloud appeared outside my door, And through the window saw four more, And on the back of each cloud sat, Two rainbow smiles in wizard's hats, They threw five clocks down on my bed, The chimes danced out on golden threads, And turned to footprints on my wall, Sequined tears began to fall.,The caterpillar gasped at me and said, My god if that's what's going on inside your head, You can see so much more than I, I think it's time to turn into a butterfly. ",False
"So you have been of use, And you have been abused,You know you look pale today, Your lipstick has gone astray,You sold out and lost your looks, You gave away all your books,(You should drown with me),Your coil has been wound up tight, Unwind it with me tonight,(You should drown with me),Tire tracks fresh on the ground, Where she will be found, Held under the water, Resting there in a stream, View from the cold water, Buried in green, Orange filter sky,You're drowning in family there, When will you come up for air?,(You should drown with me),Don't feel you let 'em down, Cos they have already drowned,(You should drown with me) ",False
"A. Father's Shout, B. Breast Milky, C. Mother Fore, D. Funky Dung, E. Mind Your Throats, Please, F. Remergence ",False
"I'm so afraid of mistakes that I made, Shaking every time that I awake, I feel like a cardboard cutout man, So build me a time when the characters rhyme, And the storyline is kind,I've aged and aged since the first page, I've lived every line that you wrote, Take me down, take me down, From the shelf above your head, And build me a time when the characters rhyme, And the storyline is kind,I live far enough on the shelf like the rest, And the epilogue reads like a sad song, Please, pick up your camera and use me again, And build me a time when the characters rhyme, And the storyline is kind, Yeah! ",False
"(Anderson),Why is there you when there are few people around making me feel good?, Why is there me when air is free, some I can see better than I should?, There's only us simply because thinking of us makes us both happy., I think of you ev'ry way, yesterday and today., I think of things that we do, all the way, ev'ry day.,Stand in the sea, sing songs for me, sing happily, making me feel good., Watching your eyes, feeling your sighs, saying goodbyes better than I could., There's only us simply because thinking of us makes us both happy., I think of you ev'ry way, yesterday and today., I think of nothing but you, things we do, things we do. ",False
"I've seen all good people turn their heads each day, So satisfied, I'm on my way, I've seen all good people turn their heads each day, So satisfied, I'm on my way,Take a straight and stronger course, To the corner of your life, Make the white queen run so fast, She hasn't got time to make you a wife,'Cause it's time, it's time in time with your time, And its news is captured for the queen to use,Move me on to any black square, Use me any time you want, Just remember that the goal, Is for us all to capture all we want, yea, yea, yea,Don't surround yourself with yourself, Move on back two squares, Send an instant karma to me, Initial it with loving care, yourself,'Cause it's time, it's time in time with your time, And its news is captured for the queen to use,Don't surround yourself with yourself, Move on back two squares, Send an instant karma to me, Initial it with loving care,'Cause it's time, it's time in time with your time, And its news is captured for the queen to use,'Cause it's time, it's time in time with your time, And its news is captured,I've seen all good people turn their heads each day, So satisfied, I'm on my way, I've seen all good people turn their heads each day, So satisfied, I'm on my way,I've seen all good people turn their heads each day, So satisfied, I'm on my way, I've seen all good people turn their heads each day, So satisfied, I'm on my way,I've seen all good people turn their heads each day, So satisfied, I'm on my way, I've seen all good people turn their heads each day, So satisfied, I'm on my way ",False
"I would have waited forever, For you to return into my life, I would have waited forever, I would have given you everything I had, I would have waited forever, There's no question, no question at all,So true in the prize, would you wait for me?, All because you got burned, so you took what you needed., Some will always turn away, say it's reason enough;, It's another game of exploration., Something calls at reverse and it comes to you;, Experience everything as it comes true.,So - It will be then, Change - It will happen, See - That we feel it, All - Is completed.,Don't you want the world to stop short of giving?, Anytime of night or day, the magic things you love., Everybody hurts when you shout, when you walk away;, Talk about it according to you.,I would have waited forever, For you to return into my life, I would have waited forever, I would have given everything I had, I would have waited forever, There's no question about it at all,So in between the perfect flame of you, This love will never let you down., Just take it as it comes, for everything, Will come around.,So - It will be then, Change - It will happen, See - That we feel it, All - Is completed.,You put your hand up: stop the flow of where you're going to;, It's another game called exploration., How we imagine everything that we think we're going through;, It's another reason we make the break., Everyone will move with you now to the riverside;, Experience everything, but don't let the land slide...,I would have waited, I would have waited forever, For you to return into my life, I would have waited forever, I would have given you everything I had, I would have waited forever, There's no question about it at all,So in between the perfect flame of you, This love will never let you down., Just take it as it comes, for everything, Will come around.,I would have waited, I would have waited forever, For you to return into my life, I would have waited forever, To give you everything I had, I would have waited forever, No question in my body and soul, Forever... ",False
"Hold still now for the moving information flows to you., You could never force it in your life: this decision to break it., Without hope, you cannot start the day.,It's coming clear I've noticed;, It's a different face you're showing., It's another 'Welcome Back'., I don't imagine it could be this way -- So jealous!, Only you can tell it; tell me why., Only you call tell it., Only you can say., In between this moving out to save your soul it came away,, And took it out;, Oh why?,Fire burning wild, burning in the night, chasing in the wind;, Shadows always dance in the rain, ringing into the fire., Doesn't matter who, who can see in the smile., Hope in the rain, open the flame, coming back in the night., I can see the rhythm of the rain; I can see it shout back under:,I can see what you're thinking of, I can see what you think you need, I can see what you're thinking of, I can see that it must be love,Shadows come alight from the vision that flowed;, Shake it off - Passion is the flame that fired., Does it matter? Can you give? Can you hear it come?, Can you see you're like?, What's the matter? Don't you want to risk? Don't you want to hold me?, Hold me, dance in the rain., I can see the love in your eyes; I can see you coming.,I can see what you're thinking of, I can see what you think you want, I can see what you're thinking of, I can see that it must be love,Sweet suffering, love protection: Need it, You need; Come to me., Believe it, better by far, your heart is there;, Most of all: Believe it., Perfection Reaction... ",False
"Out of the brightest tree the moon became the morning sun,, And there again reflected on the dreams of everyone., Out of the starlight night the telling of all our lives,, And racing faster than the Northwestern World.,Starpoint to signal our endlessness, Starpoint to signal this evermore, Starpoint to compass: We look to the North, To return to the centre: Angkor Wat.,(Cambodian Poetry) ",False
"So the blue bird will fly o'er the world and the stars, In the moonlight, we pray for forgiveness that's ours, Only now can she rest from the singing of songs, And the freedom of love, Chances are when you give the love you have, You will find it coming right back, Giving into the love, you know it's right, It's a feeling you'll long remember, Hearts will be chosen, Somehow, someday, Hearts will be chosen, Sailing into the dreams of what could be, Reaching out for some form of contact, Waiting for the one you know is right, All you're needing to do, surrender, Someday, Hearts will be chosen, Somehow, someday, Hearts will be chosen, So many times on the clouds of forgiveness, We walk through the country and feel so at ease, A gentle reminder how things really are, In the homelands of love, Face to face with the one you really love, Moving forward down the right track, Chances are when you give all that you have, You will find it flooding right back, Someday, Hearts will be chosen, Somehow, someday, Hearts will be chosen, O'er the green mountains and o'er the green valleys, The bluebird of faith sails far off to the shore, She sleeps on the breeze of the coming of love, For the homelands of Ireland, So many times on the clouds of forgiveness, We walk through the country and feel so at ease, A gentle reminder how things really are, In the homelands of love, So the blue bird will fly o'er the world and the stars, In the moonlight she prays for forgiveness that's ours, Only now can she rest from the singing of songs, And the freedom of love ",False
"You gotta be crazy, you gotta be mean, You gotta keep your kids and your car clean, You gotta keep climbing, you gotta keep fit, You gotta keep smiling, you gotta eat shit,You gotta be small to be a big shot, You gotta eat meat to stay at the top, You gotta be trusted, gotta tell lies, You gotta be able to narrow your eyes,You gotta beleive they've gotta beleive you, You gotta appear easy to see through, Gotta be sure you look good on the TV, Gotta resemble a human being,You gotta keep one eye over your shoulder, Gonna get harder as you get older, Gotta fly south and hide in the sand, Gotta forget that you're gonna get cancer,And when you loose control, You'll reap the harvest you have sown, And as the fear grows, The bad blood slows and turns to stone,And it's too late to loose the weight, You used to need to throw around, So have a good drown, As you go down, Alone, Dragged down by the stone,Gotta be sure, you gotta be quick,Gotta divide the tame from the sick, Gotta keep some of us docile and fit, You gotta keep everyone burying this shit,You gotta get you started early, Processed by the time you're thirty, Work like fuck 'till you're sixty five, And then your time's your own until you die,I gotta admit to a lot of confusion, Pain in the head is the child of collusion, Gotta resist the creeping malaise, You gotta beleive in the way you get out of the maze,But you, you just keep on pretending, You can tell a sucker from a friend, But you still raise the knife to, Stranger, lover, friend and foe alike,Who was born in a house full of pain, Who was sent out to play on his own, Who was raised on a diet of shame, Who was trained not to spit in the fan, Who was told what to do by the man, Who was broken by trained personnel, Who was fitted with bridle and bit, Who was given a seat in the stand, Who was forcing his way to the rails, Who was offered a place on the board, Who was only a stranger at home, Who was ground down in the end, Who was found dead on the phone, Who was dragged down by the stone ",False
"Golden forest golden lake,Sanctuary, state of grace, I will find reason a place to begin, It will be a good day, Beginning is one place I've been before,Watching the sunrise on the silver shores, Setting me free again leading the way, It will be a good day, Sometimes I forget,How mighty this earth, Astounding winter skies, Truth is in birth, Peace that it brings to me, my naked eyes, Be a good day, Make me believe again,Making me free again, Making me see again,Golden mountains golden seas, A thousand reasons singing to me, Alive to this message, Realising it all, Be a good day,Learning to listen learning to see, Learning is power making me free, Free to believe again in my human side, Giving me good reason, Giving me good reason,(come tomorrow), Make me believe again, (destiny), (take the river), Making me free again, (to the sea),(come tomorrow), Making me see again,(will be free),Like a river,Time feels so much closer now,You are with me, so real, We make our own heaven, Clear through the sky, The making of reason for you and i, I sing of each season, Making us feel, This will be a good day,Make me believe again, (take the river), Making me free again,(to the sea), (come tomorrow), Making me see again, (destiny), Like a river to the sea, Make me believe again, Making me free again, (come tomorrow), Making me see again, (destiny), (take the river), Making me free again, (to the sea), (come tomorrow), Making me see again, (destiny), (take the river), (to the sea) ",False
