Lyrics,Regueton
"Basta de extrañarte Quiero sentir tu perfume Traigo cosas buenas en mi equipaje Volver a sonreir Quedarme junto a ti Amor de verdad No se olvida no Aunque la distancia Quiera despistarme  Contigo quiero amanecer Y juntos ver el sol caer Tu corazón es una seda Que me empieza a enamorar Tu abrazo mi destino Tu mirada el paraíso Tu sonrisa me llena de vida Me hace volar, me hace soñar Eres mi fé, mi otra mitad  Yo te vine a amar Tú eres como el cielo y mar No te quiero dejar Yo te vine a amar Nuestra unión, constelación Un universo de pasión Yo te vine a amar  Ya sé una noche hace así Y ahora vivo pensando en ti No sé lo que me dices No sé lo que me pasa Pero juro que no soy así Y en tu vuelo yo me perdí Y al final yo ya entendí Mis ojos son tuyos, yo sé que te vi Yo quiero más Quiero la magia dentro de tu boca Quiero más Y ya no sé que hacer si te vas  Yo te vine a amar Nuestra unión, constelación Un universo de pasión Yo te vine a amar Tú eres mi única adicción Un universo de pasión  Yo te vine a amar Yo solo te vine a amar Cheguei pra te amar ",False
"Ahora empieza, tu dolor de cabeza Provocativa, niña traviesa Vamos dale, apunta y dispara Yo voy a dejar que me maten tus balas  Soy anzuelo pa tus peces Vamos a morirnos como viernes 13 Fuera bruja sin escoba Estas en mi reino y te pongo la corona  Down, me gusta verte bajo Movimiento down down Sabes cómo hacerlo desde el norte Al downtown Tienes mucho tiempo Yo soy woman de brasil Hoy quiero susurrarte despacito  Corazón Si no te tengo aquí Ya no me vale nadie Pues sin ti el meu coração A mí me arde me arde  Oh oh oh oh oh... Oh oh oh oh oh...  Corazón Si no te tengo aquí Ya no me vale nadie Pues sin ti el meu coração A mí me arde me arde  Que, que, que pa' alla es que voy Que, que pa' alla es que voy Que que, que me digan Ahora donde es el party  Que, que, que pa' alla es que voy Que, que pa' alla es que voy Que, que, que me digan ahora? Hora, hora, hora...  Un saludo para todas las ba- ba- babies Son mucho los sabores que me po- ponen crazy En mi dieta yo solo como ladies A esos tomates hay que poner ponerle el gravy Hola mi loba, llegue a tu alcoba Soy el modelo nuevo ma' del Cassanova El que que más corazones roba Y la única testigo ha sido mi Range Rover  Corazón Si no te tengo aquí Ya no me vale nadie Pues sin ti el meu coração A mí me arde, me arde (Soy tuyo y de nadie más)   Oh oh oh oh oh... Oh oh oh oh oh.... Oh oh oh oh oh....(tuyo y de nadie más) Oh oh oh oh oh... Oh oh oh oh oh... Oh oh oh oh oh....(Soy tuyo y de nadie más)  Escapémonos Ya no hay marcha atrás Baby you're so sweet Tú lo sabes ya Escapémonos De este amor fugaz Solo tuya soy y de nadie más  Oh oh oh oh oh... Oh oh oh oh oh... Oh oh oh oh oh...(Soy tuya y de nadie más) Oh oh oh oh oh... Oh oh oh oh oh... Oh oh oh oh oh... (Soy tuyo y de nadie más)  Corazón Si no te tengo aquí Ya no me vale nadie (tuyo y de nadie más) Pues sin ti el meu coração A mí me arde, me arde  Que siga el mambo Candela Que siga le mambo (x4)  Escapémonos Ya no hay marcha atrás Baby you're so sweet Tú lo sabes ya Escapémonos De este amor fugaz Solo tuya soy y de nadie más ",False
"La mano arriba Cintura sola Da media vuelta Danza kuduro  No te canses ahora Que esto sólo empieza Mueve la cabeza Danza kuduro  La mano arriba Cintura sola Da media vuelta Danza kuduro  No te canses ahora Que esto sólo empieza Mueve la cabeza Danza kuduro  Quien puede domar la fuerza del mal que se mete por Tus venas Lo caliente del sol que se te metió y no te deja Quieta, nena Quien puede parar eso que al bailar descontrola tus Caderas (sexy... !) Y ese fuego que quema por dentro y lento, te convierte En fiera  Con la mano arriba Cintura sola Da media vuelta Sacude duro  No te quites ahora Que esto sólo empieza Mueve la cabeza Sacude duro  [Lucenzo] Balança que é uma loucura Morena vem ao meu lado Ninguém vai ficar parado Quero ver mexe kuduro Balança que é uma loucura Morena vem ao meu lado Ninguém vai ficar parado Oi, oi, oi, oi, oi, oi, oi Vem para quebrar kuduro, vamos dançar kuduro Oi, oi, oi, oi, oi, oi, oi Seja morena ou loira, vem balançar kuduro Oi, oi, oi  [don omar] La mano arriba Cintura sola Da media vuelta Danza kuduro  No te canses ahora Que esto sólo empieza Mueve la cabeza Danza kuduro  La mano arriba Cintura sola Da media vuelta Danza kuduro  No te canses ahora Que esto sólo empieza Mueve la cabeza Danza kuduro  [Lucenzo] Balança que é uma loucura Morena vem ao meu lado Ninguém vai ficar parado Quero ver mexe cú duro Balança que é uma loucura Morena vem ao meu lado Ninguém vai ficar parado Oi, oi, oi, oi, oi, oi, oi É para quebrar kuduro, vamos dançar kuduro Oi, oi, oi, oi, oi, oi, oi Seja morena ou loira, vem balançar kuduro Oi, oi, oi ",False
"Cuento 3 y ya no te miro mas Uno Dos  Mano derecha pal frente Mano izquierda también Haz el movimiento Para el ex que quiere volver  Ve, ve, vete de mi vida Ve, ve, vete de mi vida Ve, ve, vete de mi vida Tu nunca tendrás Esta cosita linda  Rumba con bebida Cerveza o tequila Bórrame de tu lista Está largá la fila  Te lo dije, baby Vueltas da la vida Toy abajo, toy arriba Y sé que tú me miras  Si quiеres un consejo Buscá la salida No quiero sabеr De tus mentiras repetidas  Mano derecha pal frente Mano izquierda también Haz el movimiento Para el ex que quiere volver  Ve, ve, vete de mi vida Ve, ve, vete de mi vida Ve, ve, vete de mi vida Tu nunca tendrás Esta cosita linda  Ve, ve, vete de mi vida Ve, ve, vete de mi vida Ve, ve, vete de mi vida Tu nunca tendrás Esta cosita linda  Echa pa allá  Vuelve a la fila, baby!  Rumba con bebida Cerveza o tequila Bórrame de tu lista Está largá la fila  Te lo dije, baby Vueltas da la vida Toy abajo, toy arriba Y sé que tú me miras  Si quieres un consejo Buscá la salida No quiero saber De tus mentiras repetidas  Mano derecha pal frente Mano izquierda también Haz el movimiento Para el ex que quiere volver  Ve, ve, vete de mi vida Ve, ve, vete de mi vida Ve, ve, vete de mi vida Tu nunca tendrás Esta cosita linda  Ve, ve, vete de mi vida Ve, ve, vete de mi vida Ve, ve, vete de mi vida Hombre nunca tendrás Esta cosita linda  Hasta la vista, baby! ",False
"Dime si tienes ganas De besarme hasta mañana Porque en este fin de semana Vamos amanecer Vamo amanece  Dime si tienes ganas De besarme hasta mañana Porque en este fin de semana El party vamos a romper El party vamo a romper  Rompe la madera Rompe la madera bine duro Rompe la madera Rompe rompe rompe rompe rómpela  Mueve la cadera como batidora Ese flow me enamora Contigo yo me quedo Hasta la hora que tu quieras Parra el beat que quiero decircelo a capella  Rompe rompe que tu cargas fuego No me importa si esta noche me quemo  Ah voy a darte lo que tu me pidas Tu me tienes loco y eso no es mentira nena  Baby, one, two, step Vamos otra vez Pa que tu sientas como se baila la cumbia Tu me gusta  Oh baby, one, two, step Vamos otra vez Pa que tu sientas como se baila la cumbia Tu me gusta Tu me gustas baby  Dime si tienes ganas De besarme hasta mañana Porque en este fin de semana Vamos amanecer Vamo amanece  Dime si tienes ganas De besarme hasta mañana Porque en este fin de semana El party vamos a romper El party vamo a romper  Rompe la madera Rompe la madera bine duro Rompe la madera Rompe rompe rompe rompe rómpela  Moves like there's nobody watching Shake your body cause they're watching Yooh OOh Can I get it one step Can I get it two step Can I get it three for me You're on me OOh OOh So let's getting move and go  Dime si tienes ganas De besarme hasta mañana Porque en este fin de semana Vamos amanecer Vamo amanece  Dime si tienes ganas De besarme hasta mañana Porque en este fin de semana El party vamos a romper El party vamo a romper  Ahora quiero me lo muevas lo que tienes alla abajo Dale tra tra tra tra Ahora quiero me lo muevas lo que tienes alla abajo Dale mueve mueve mueve Ahora quiero me lo muevas lo que tienes alla abajo No paramos no paramos no paramos tra tra Acelera tra tra Acelera tra tra acelera Acelera acelera tra tra  Dime si tienes ganas De besarme hasta mañana Porque en este fin de semana Vamos amanecer Vamo amanece  Dime si tienes ganas De besarme hasta mañana Porque en este fin de semana El party vamos a romper El party vamo a romper ",False
"Wearing short shorts and high heels As weapons to survive I go to war With lipstick I'm ready to fly Some booze to feed the fire That will make me rise above The bla-bla babel dribble Got to go beyond the scribble  Cause it's Friday night And I'm ready to fight It's Friday night And on the dance floor Locomotion Batucada  Lucho por el amor La belleza y el arte Lucho por que haya paz y verde En todas partes  Quien cres que eres tu pa criticar mi lucha Si lo unico que quieres es llenar tu puta hucha Tus armas el aceite, la luz, la avaricia Para alcanzar un voto hasta un lobby, una milicia  Lucha (hay que luchar) La lucha buena  To stick my flag into your heart Is not so hard to do I'll conquer all your territories I'll be all over you My first strike will be so strong It will cause you shock and awe I'll show you all my powers You'll be begging me for more  Cause it's Friday night And I'm ready to fight It's Friday night And I am ready as a Crazy Mama It's Friday night And I'm ready to fight And on the dance floor Locomotion Batucada Locomotion Batucada ",False
Te quiero para decirte que rica la vida.(4x)  Jugando con tu cancíon me siento este ruiseñor placeres de amor.  Así que miro la flor te veo y yá sé quien soy placeres de amor.  Son tantas cosas que tanto al corazón quieren llenar de pasión meces el tiempo en que busco la ilusión y no reflejas la dor.  Te quiero para decirte que rica la vida.(4x) ,False
"Riqueza (grandeza), rareza Abusa de mi Y dame tu blusa mojada Sere presa por ti Yo te siento así  Escribre en la arena Que quieres de mi Socore a los humillados por Ser descamisados Soy por ti alibi  Compartimos cosas Y passamos cosas Venga que voy Vuelve que espero Beso que sustenta Norte que orienta Venga que voy Vuelve que espero En al final de viaje No importa el paisaje Importa el amor en mi pensamento Y viajo abrazada a tu sentimento No sabes tu lo que vivo por dentro  All right I'm so right Siento felicidad No intentes hacer nada All right I'm so right Siento felicidad No intentes hacer nada ",False
"Yo quiero hablar un poquito contigo Al son de banda reggae olodum Sentir tu cuerpo entero caliente Rozando en mi cuerpo casi desnudo No samba  Samba aaaa ê ê ê ô ooo Samba reggae ô ooooo Reggae  Samba aaaa ê ê ê ô ooo Samba reggae ô ooooo Reggae  Cantar una canción solo de amor Cantar una canción solo de amor  Por que un hombre te mira y te piropea tambien Por que un hombre te mira y te piropea tambien Por que un hombre te mira y te piropea tambien  No samba, no samba, no samba, no samba reggae No samba, no samba, no samba, no samba reggae No samba, no samba, no samba, no samba reggae  Samba aaaa ê ê ê ô ooo Samba reggae ô ooooo Reggae  Samba aaaa ê ê ê ô ooo Samba reggae ô ooooo Reggae ",False
"A todos los bailes no puede faltar Un amigo que les voy a platicar A todas las chicas las ha enloquecido Y trastornado con su forma de bailar  Las muchachas lindas no quieren bailar Están esperando a sergio el bailador Para moverse con sabor Les gusta como las mueve el señor  Ya llegó, ya llegó, sergio el bailador Ya llegó, ya llegó, sergio el bailador  Él se va para la fama y san nico A todas las niñas las mueve muy rico Y baila al lado le gusta más Cuando entra a la pista se llena más  Las muchachas lindas no quieren bailar Están esperando a sergio el bailador Para moverse con sabor Les gusta como las mueve el señor  Ya llegó, ya llegó, sergio el bailador Ya llegó, ya llegó, sergio el bailador  El no es presumido, es un buen amigo Y me trae a los bailes botellas de vino Éste bailador tiene un corazón Y es enamorado pero de a montón Este bailador tiene un corazón, tiene un corazón  Ya llegó, ya llegó, sergio el bailador Ya llegó, ya llegó, sergio el bailador Ya llegó, ya llegó, sergio el bailador Ya llegó ",False
Eres tu La reina que baila La reina que canta En la ola del mar  Eres tu mi amor Las palmeras Se ponen celosas Quando te ven pasar  Que lindo caminar Que lindo caminar Las canciones Me suenan hermosas  Me dan ganas de bailar E me pongo a gozar E me pongo a gozar Y si quieres mi besos Yo también te ofrezco  Mi corazón Es tanta emoción Que a mí me facina Y si quieres mi besos Yo tambíen te ofrezco Mi corazón Es tanta pasión Que ya me domina ,False
"Toda la noche mi amor lloró Toda la noche mi amor lloró Toda la noche mi amor lloró Toda la noche mi amor lloró  Le di mares y montañas Le di mares y montañas Los busqué por aquí y allá Tiki tiki tac  Mi corazón estallará A sucupira llegará un día Que toquemos la fantasía Tu boca loca aprenderá a besar  Te quiero enamorar, amor Te quiero enamorar, amor  Con ese frío que me trae tristeza Es peligroso Ya no sé qué hacer Me quedo solo sin tocar su piel  Te quiero enamorar, amor Te quiero enamorar, amor  Le escribí poemas con la mirada Le puse flores en su ventana Bailando desnuda, respondió bye bye  Te quiero enamorar, amor Te quiero enamorar, amor  Tiki tiki tac Mi corazón estallará Tiki tiki tac Mi corazón estallará  Me enamoré Me enamoré Me enamoré Te quiero enamorar, amor Te quiero enamorar, amor  Me enamoré Me enamoré Te quiero enamorar, amor Te quiero enamorar, amor Te quiero enamorar, amor Te quiero enamorar, amor ",False
Era un garoto Sin camino y sin destino Tenía en la boca Dos caninos clandestinos Venía a la calle Como un fanfarrón Tenía un sueño en su corazón Como carlito Carlito marrón Como carlito Carlito marrón  Conoció una garota De vida subversiva Vivía en cochabamba Andaba desaparecida Fez uma guerrilha En su corazón Caiu em armadilhas De mulheres monroe Como merlita Merlita monroe Como merlita Merlita monroe  Merlita monroe Carlito marrón Salieron d’aqui Se fueron a bailar El mundo a girar Yparacaí Se fueron a vivir De felicidad Todos los días del tiempo Todo el tiempo del mundo Todos los trinta segundos Donos da felicidad  Vamos bailar Esa balada sensual Vamos bailar Esa balada sensual  Como carlito Seguro no hay dos ,False
Rrrrrrrrrrrri po!  Você é la marea en sede Cumbiamoura Y sem ti el mundo desiste Cumbiamoura Si no estás la arena siente Cumbiamoura Un deserto de areia quente Cumbiabina  Como un santo en corpo caliente Cumbiamoura Quiere estar en la arena siempre Cumbiamoura Como un grano en el camino de tu puente Cumbiamoura Un desejo de arena y gente Cumbiabina  Você mora en la brisa alegre Cumbiamoura Sobre as ondas do mar me leve Cumbiamoura Las estrellas calladas escutam Cumbiamoura Os teus pasos de água ayudan Cumbiabina  Las mesquitas piden tua luna Cumbiamoura Es bastante llorar la lluvia Cumbiamoura Que o salitre do mar lhe esquente Cumbiamoura Que o oriente desacidente Cumbiabinamulawa jalaê y gypsy Mulawa jalaê y gypsy Mulawa jalaê y gypsy Mulawa jalaê y gypsy  Malê compadre Malê compadre Bocu bocuao Malê compadre Salamalêikon Malê compadre  Quini quini Malê compadre Tamalufia Malê compadre Tamaluke Malê compadre Irê irê Malê compadre Zarabanda Malê compadre Jare jare Malê compadre  Negrura ,False
"Ella le pide a A ella le gusta Ella quiere todo el tiempo, se está moviendo sabes qué?  Balacubaco mover un balacubaco, Balacubaco mover un balacubaco, Balacubaco mover un balacubaco, Balacubaco mover un balacubaco,  Pero es bueno el fondo, La diversión está todo el camino, manera sabrosa abajo.  La diversión está todo el camino, La diversión está todo el camino, la manera sabrosa abajo.  Mirate heh eeeh ... Lo que le falta para provocarme.  Con su don como faceiro estado tomando mi tiempo libre, su rostro broma yo no aguanto más.  Su dañado, sin control, si tomo samba Pro no quiere parar.  Ella le pide a A ella le gusta Ella quiere irse a vivir todo el tiempo es ¿sabes qué?   Balacubaco mover un balacubaco, Balacubaco mover un balacubaco, Balacubaco mover un balacubaco, Balacubaco mover un balacubaco,  Pero es bueno el fondo, La diversión, e incluso más adelante, La manera de la diversión hacia abajo.  La diversión, e incluso más adelante, La diversión, e incluso más adelante, La manera de la diversión hacia abajo. ",False
MUEVE LA PONPA  Esta noche bailaremos con el ritmo de la pompa Quiero ver tu cinturita y meneando bien las pompas Todo el mundo esta bailando se ha creado una moda Si las mueves a este ritmo yo voy a bestarte ahora  Manos manos arriba Manos manos arriba Manos manos arriba (bis x 2)  Quiero ver solo hombres moviendo mejor las pompas Una mano hacia arriba y la otra en una pompa Las mujeres aplaudiendo con las manos en el cielo Y los hombres se preparan tienen que bailar asi  Mueve la pom pompa Mueve la pom pompa Mueve la pom pompa Mueve la pom pompa Para abajo abajo hombres Para arriba arriba hombres Para abajo abajo hombres Para arriba arriba hombres Para atras tras tras Para atras tras tras Para atras tras tras Para atras tras tras  Y ahora vienen las mujeres moviendo mejor las pompas Una mano hacia arriba y la otra en una pompa Solo hombres aplaudiendo con las manos en el cielo La mujeres se preparan tienen que ganarle a ellos  Y ahora todas las chicas se preparan para bailar Uno Dos Tres  Mueve la pom pompa Mueve la pom pompa Mueve la pom pompa Mueve la pom pompa Para abajo abajo mujeres Para arriba arriba mujeres Para abajo abajo mujeres Para arriba arriba mujeres Para atras tras tras Para atras tras tras Para atras tras tras Para atras tras tras  Mueve la pom pompa Mueve la pom pompa Mueve la pom pompa Mueve la pom pompa  Mujeres pompas pompas Los hombres pompas pompas Mujeres pompas pompas Los hombres pompas pompas  Ahora hombres y mujeres parejitos bailaremos una mano hacia arriba y la otra en una pompa.  Mueve la pom pompa Mueve la pom pompa Mueve la pom pompa Mueve la pom pompa Para abajo abajo todos Para arriba arriba todos Para abajo abajo todos Para arriba arriba todos Para atras tras tras Para atras tras tras Para atras tras tras Para atras tras tras  Mueve la pom pompa Mueve la pom pompa Mueve la pom pompa Mueve la pom pompa Para abajo abajo todos Para arriba arriba todos Para abajo abajo todos Para arriba arriba todos  Mujeres pompas pompas Los hombres pompas pompas Mujeres pompas pompas Los hombres pompas pompas  Mueve la pompa. ,False
Doña Cucarachiña  Con quien casar a la cucarachiña Ella esta loca y te espera en el altar Tiene escondido dinero en la cocina Pero es muy fea y no la quieren besar  Besala Tu Besala Tu Besala Tu  Quien quiere amar a esta cucarachiña Cucaracha malcriada con dinero y poco fina Para escapar de la cucarachiña Si no hay insecticida tu la puedes aplastar  Y una cucaracha Ahhhhhhhhhhh!!!  Pisa la cucaracha Mata la cucaracha Elimina cucaracha Se salvo la cucaracha (bis x 2)  Con quien casar a la cucarachiña Ella esta loca y te espera en el altar Tiene escondido dinero en la cocina Pero es muy fea y no la quieren besar  Besala Tu Besala Tu Besala Tu  Quien quiere amar a esta cucarachiña Cucaracha malcriada con dinero y poco fina Para escapar de la cucarachiña Si no hay insecticida tu la puedes aplastar  Ella no es hermosa pero presta su lugar Una sombra muy buena con el casa en el mar Ella no es hermosa pero presta su lugar Una lancha un Ferrari con champagne y caviar  Y una cucaracha Ahhhhhhhhhhh!!!  Pisa la cucaracha Mata la cucaracha Elimina cucaracha Se salvo la cucaracha (bis x 2)  Quien quiere amar a esta cucarachiña Cucaracha malcriada con dinero y poco fina Para escapar de la cucarachiña Si no hay insecticida tu la puedes aplastar (bis x 3) ,False
