Lyrics;Regueton
Mañana será otro día de mierda igual,
Así que échale ganas va,
Ponle la creatividad, hagámoslo especial,
Bebe me estoy bebiendo mi sed y no es un bar,
No estoy bien de la cabeza y sé que eso te pone más,
Yo solo hago rap, letras obsoletas,
Polvos esporádicos mágicos y poco más,
Y de repente tu sientes la vida pasar,
Todo se queda grande cual náufrago en el mar,
Con heridas que cicatrizan a base de agua con sal,
Por favor sal de mis ojos que no veo con claridad.";False
"Hace tiempo dejé de buscar el sentido de la vida,
Lo encontré en la mezcla de música y filosofía,
Repetir un error se convierte en bucle sin salida,
Igual que atender en cada frase al mundo de sofía,
Aprendí a no confiar en la gente mas cercana,
Que por duro que sea no debo apartar la mirada,
Pues el hombre que mató a dios fue traicionado por su hermana,
Y la esperanza no muere, sólo sufre tirada,
Por las pedradas que no apuntaron a magdalena,
Debido a un cambio de objetivo,
La moral religiosa simplemente envenena,
Prohiben el real concepto de estar vivo,
Vi volar personas aun siendo ateas,
sin que la muchedumbre señalase a cada segundo,
La religión no tiene importancia cuando hay ideas,
Capaces de cambiar y mejorar al mundo,
Que avanza gracias al conocimiento e ingenio,
capitalizados por la gente con poder,
Pero olvidan que solo los verdaderos genios,
serán merecedores de premios nobel,
Veladores se alejan del sueño para cumplir el de sus familiares,
Tales que no valoran jamás ese empeño,
Exactamente igual que el público a los juglares,
Viviendo en el pasado me convertí en quimera,
al comprender que hasta la eternidad es efímera,
Y me niego a aceptarlo,
pues lucho cada día para dibujar en el espejo una sonrisa,
¿Y si no puedo? al menos me ayuda el vaho,
Para ocultar ante mí mis propias penas,
Que a veces son capaces de dejarme k.o.
Como el dulce canto de bellas sirenas,
Que mecen mi embarcación de la'o a la'o,
Con choques contra las olas sempiternas,
Pero mis tripulantes no me dejan tira'o,
Y al contrario a mi lado avanzan esas piernas,
Tengo amigos que considerar hermanos,
Sin pensarlo los elegiría como tripulación de argos,
Cruzar sitios inimaginables en busca del vellocino,
Si están a mi lado desafio gustoso al destino,
No importa lo imposible hallaremos un nuevo camino,
Combatiendo firmemente como saladino,
Especial agradecimiento a Mazur y Panqué,
Fanny, Gochi, Alan, Karina, Emialiano, Karen,
Emmao, Alex, Stevie, Eric, y Charlie también,
Así como a mi familia del lado materno,
Sé que si estoy a su lado ningún sufrimiento será eterno...


[Skit]
A ver ¿Por qué brindamos?
No mientas, robes, engañes o tomes,
Pero si mientes, que sea por tu ser amado,
Si debes robar, entonces roba un beso de amor,
Si debes engañar, engaña a la muerte,
Y si bebes algo, que sea en esos momentos que son irrepetibles.";False
"[Estribillo: Pitizon]
No te voy a negar que aún te pienso,
Pero tu tiempo terminó,
No cuidaste lo que yo te daba,
Y alguien más te lo robo,
Te enteraste muy tarde,
Ahora quieres intentarlo,
Y no quiero, no puedo, mi amor murió.


[Hook: Arce]
No duerme pero sueña, fue que dejo huella,
Sigo como un zombi porque ya morí por ella,
Como si la botella, se hiciera pequeña,
Que ahora miro al cielo y ya no veo ni una estrella.


[Arce]
Solo ella quita mis males,
Fuimos como mitades,
Discutiendo como rivales,
Y follando como animales,
Yo estaré pa’ cuando me llame,
Sin ti ya no tengo planes,
Me encerró y tiró la llave,
El corazón como cristales,
Yo lo sé yo lo sé que fui yo que borracho jugaba con otra piel,
Pero lo que no se es como hacer para estar sin enloquecer,
No me niegues, que me extrañas, sigues por mi telaraña,
Nadie da la talla niña, dime KLK, que no me olvidé.


[Estribillo: Pitizon]
No te voy a negar que aún te pienso,
Pero tu tiempo terminó,
No cuidaste lo que yo te daba,
Y alguien más te lo robo,
Te enteraste muy tarde,
Ahora quieres intentarlo,
Y no quiero, no puedo, mi amor murió.


[Arce]
Como si nada,
Metido en líos y con tríos en la cama,
Me sentí como una pistola sin balas,
Cruzando los dedos haciendo como si ni me importara,
Pero pa' nada,
Porque ya se cargó mi fe,
Pero sigo con sed,
Que fui guardando te quieros porque siempre necesité,
Solo hubo X,
Que la historia se puso fea como Betty,
Tú Madrid- Athletic, amor di que sí.


[Puente: Pitizon]
No me pidas que me arrepienta,
No me pidas que te entienda, porque ni lo entiendo yo,
Y ya lo que pasó pasó,
Te creíste irremplazable y eso solo es Dios.


[Hook: Arce]
No duerme pero sueña, fue que dejo huella,
Sigo como un zombi porque ya morí por ella,
Como si la botella, se hiciera pequeña,
Que ahora miro al cielo y ya no veo ni una estrella.


[Estribillo: Pitizon]
No te voy a negar que aún te pienso,
Pero tu tiempo terminó,
No cuidaste lo que yo te daba,
Y alguien más te lo robo,
Te enteraste muy tarde,
Ahora quieres intentarlo,
Y no quiero, no puedo, mi amor murió.


[Hook: Arce]
No duerme pero sueña, fue que dejo huella,
Sigo como un zombi porque ya morí por ella,
Como si la botella, se hiciera pequeña,
Que ahora miro al cielo y ya no veo ni una estrella.";False
"Se preguntaron dónde está, me perdí como Wally,
Como el Madrid con el Solari, street pero Armani,
El último en dejar la pary.
Por el centro, como Iniesta y Xavi.
¿Recuerdas, mami, que me llamaban cani?
Ahora peta'o de money, pinchándome su cari,
Más mito que El Fari con dos culos de Cali,
Ya no espera la tumba, ahora me espera el Grammy.
Mehari, no estoy pa'l cabi,
No quiero lujos, pero quiero mi Ferrari.
Llámame daddy, no me llames carbón,
Mi amor, que luego lloras, cari, cari.
Soñé estar en Lost,
Supieron de mí y eso que no cuelgo ni un post,
Mi ron con hielo, mi cielo, mi dios,
Estoy enamorado de ti pero me gustáis las dos,
Y como el madero dice, no te excuses,
Habló de Lambos y tiro de buses,
Que fardaron del dinero pero fueron loosers,
Con muchas putas pero pocas luces,
Y yo todo lo que hago es para hacerte feliz,
Se hace de noche en el bloque y yo ni comí,
Mira que lo repetí, no confiaron en mí,
Ahora facturo más cifras que el puto número Pi,
I want eleven, bling bling, pimp,
Estoy rozando ya el cielo pero estoy lejos de ti,
Ni tiempo pal pis, ya no tengo free,
Estoy comiéndome el pussy de una modelo en Paris,
Suck my dick.


[Estribillo] (x2)
Llama a la disquera, cancela la call,
Que sigo por la cama con Vanessa y Nicole,
Están comiéndose el toto,
Y me llamaban loco.
Mira mami no me llames, saldrá el buzón,
Que sigo por Miami gastando el millón,
Y no saco ni fotos,
Y me llamaban loco.


Soy el hit del verano, el chico malo,
El blunt bueno, el ron del palo,
Yo caro, muy caro, con mucho descaro,
Que voy sin miedos ni chavos.
Que aquí empezamos con euros contados,
Mi supermercado, busqué el dinero,
Con el fuego en las manos.
Y lo hice llover.
Y sin estudio ni trabajo pero con canela,
Estuve contando más fajos sin tener carrera,
SD Compostela, esto es pura gallega,
No le vengas a papi nunca con malas maneras,
Que acabaremos a balazos, primo, balacera,
De hacer un castillazo con un granito de arena,
Ya puse las velas ahora empieza mi era,
Y pa lo que nos creían fuck you desde el Panamera.


[Estribillo] (x2)
Llama a la disquera, cancela la call,
Que sigo por la cama con Vanessa y Nicole,
Están comiéndose el toto,
Y me llamaban loco.
Mira mami no me llames, saldrá el buzón,
Que sigo por Miami gastando el millón,
Y no saco ni fotos,
Y me llamaban loco.";False
"[Estribillo: Uve Sad]
Nunca pensé lo que sería,
Me desvíe, tracé otra vía,
¿Merezco esto? Mi muerte en vida,
Ayúdame a encontrar otra salida,
Nunca pensé lo que sería,
Me desvíe, tracé otra vía,
¿Merezco esto? Mi muerte en vida,
Ayúdame a encontrar otra salida.


[Uve Sad]
Antes de dormir me angustiaré,
Diré que ha sido mi culpa,
Te llamaré, te haré saber,
Que no he gana'o tus disculpas,
Aunque sepa que todo es mentira,
A pesar que la herida se irrita,
Sigo mirando hacia arriba,
Pensando en el día en que acabé mi vida,
Mírame, ya lo sé, no estoy bien,
Esto es algo que no puedes resolver,
¡Ey! Fíjate ya no me puedo sostener,
¡Ey! Tuve fe, no me alejé, siempre te di mi cien,
¡Ey! Y ahora que ya no quiero mirar más atrás,
Tal vez después de tanto tiempo pueda respirar,
¡Ey! Pero no es así y es que sigo mal,
Ya sé que es por mí, no consigo amar.


[Estribillo: Uve Sad]
Nunca pensé lo que sería,
Me desvíe, tracé otra vía,
¿Merezco esto? Mi muerte en vida,
Ayúdame a encontrar otra salida,
Nunca pensé lo que sería,
Me desvíe, tracé otra vía,
¿Merezco esto? Mi muerte en vida,
Ayúdame a encontrar otra salida.


[Porta]
Hace tanto ya que me dejé de callar,
Quizá porque todo me da igual,
Lo que puedan pensar me la suda,
No hay tiempo pa dudas, la vida es cruda,
La llaman realidad,
Lo que pierdes no vuelve,
Lo sueños se cumplen solo si no duermes,
Todos podéis verme,
Con éstas ojeras de panda en esta basta jungla sin verde,
No pienso esconderme de ti,
Si eres feliz, ¿Porque miras tanto hacia atrás?
Que el fin te dejó cicatriz, en fin, Delfín,
Tu nada en tu zoo, yo me quedo en el mar.
Pa' descansar de esta carga,
Mientras tú estás en Starbucks,
Yo rapeándole a un Barman,
Sigo en estado de larva,
Valiente el que afronta de frente, como yo,
Tengo a mi familia y a mis bros.
Al amor de mi vida y tú a mí no,
Es causa del efecto dominó,
OFF, porque es suficiente,
Va por todo el que siempre me valoró,
No quiero que lloréis muerte,
Yo seré infinito si vivo en vuestra voz.


[Uve Sad]
Nunca pensé lo que sería,
Me desvíe, tracé otra vía,
¿Merezco esto? Mi muerte en vida,
Ayúdame a encontrar otra salida,
Nunca pensé lo que sería,
Me desvíe, tracé otra vía,
¿Merezco esto? Mi muerte en vida,
Ayúdame a encontrar otra salida,
(Ayúdame, ayúdame, ayúdame, ayúdame...)";False
"Nos dicen que recordemos los ideales, no al hombre,
Porque con un hombre se puede acabar,
Pero los ideales pueden seguir cama dando el mundo.
Las palabras siempre conservarán su poder,
Las palabras hacen posible que algo tome significado y...
Si se escuchan, enuncias la verdad,
Y la verdad es que en este país algo va muy mal.


Yo hago Rap-pa-pa payaso paso de tus modas,
Si son mierda mis canciones pero te las sabes todas,
Ver que enseñas todo en redes no me gusta, me incomoda,
Yo digo las cosas claras a la cara y en persona.
Claro que me vendo pero más caro que Neymar,
Tú solo por dos duros en tu curro de mierda,
No hago nada que no quiero, tú si te abres de piernas,
Cuando me quedo sin pilas, los haters me dan cuerda.
¡Ey! Hoy tenéis la piel muy fina,
Muchos que os ocultáis tras apodos necesitáis disciplina,
Suelto fuego en mi cuaderno y seré eterno por mis rimas,
O pongo los huevos, aquí suelo ver mucho gallina.
Yo sin twitter, día 116,
Me pregunto quién cojones a votado al Rey,
Por mucho que queráis hacerlo no me callaréis,
2018 y aún no hay igualdad, hay racismo y odio hacia los gays...


[Estribillo] (x2)
Aquí muchos te vigilan, tus palabras te las giran,
Si hoy respiras y se tiran a por ti ¡Yeeeehee!
Si respetas aunque opinas, si no solamente miras,
Si no crees en sus mentiras solo di: ¡Uoohoo!

Se mueven por interés,
Os creéis lo que se os cuenta y luego es al revés,
No disfruto del éxito, la fama causa estrés,
Yo ya lo sé, que sería millonario si mi Rap fuera en inglés,
Pero me la sudan las tendencias,
Yo solo vine aquí a vivir esta experiencia,
La que hoy me sobra, mi obra es vuestra adolescencia.
La consecuencia, pequeño influencer, es que yo soy tu gran influencia,
Niños usan Autotune y se creen artistas,
Buscan petarlo en el Insta y denominarse Youtubers,
Quieren sueldos por las nubes como el de los futbolistas,
Pero eh, luego no te crees que escriben bien con ""V"",
Soy Catalán y no le temo a vuestras porras,
Si nos roban con impuestos siempre nos quedará Andorra,
Muchos se pasan al Trap, porque con el Rap no se forran,
Yo el día que me muera que me entierren con la gorra.


[Estribillo] (x2)
Aquí muchos te vigilan, tus palabras te las giran,
Si hoy respiras y se tiran a por ti ¡Yeeeehee!
Si respetas aunque opinas, si no solamente miras,
Si no crees en sus mentiras solo di: ¡Uoohoo!


No recordáis que por mi nadie apostaba,
Yo le di al Rap un buen lavado de cara,
Tome el camino a ciegas y hasta donde me llevara,
Después de doce a ver quién cojones me para.
Te Mienten con frecuencia con sus “post”,
Hoy todo es postureo pero amigos tienes dos,
Te conocen en persona y tu apariencia queda en “Off”,
Lucho por la Champions y tú por la permanencia, boss.
Se oye un murmuro por tanta censura aquí no hay libertad de expresión,
Nos falta cordura, al toro que torturan apura su aliento clamando perdón,
Y luego raperos se van Prisión, peperos que roban no tienen sanción,
Denuncias maltrato y al rato te matan la ley es la trampa en esta mi nación.
Firma un contrato, paga tu plato, llevan tus hilos en esta función,
Conformistas bajo un mandato que manipula la información,
Tanto en las redes como en las radios, como en los ratos de televisión,
Jugar con miedo sale barato ¡Ya va tocando una revolución!


[Estribillo] (x2)
Aquí muchos te vigilan, tus palabras te las giran,
Si hoy respiras y se tiran a por ti ¡Yeeeehee!
Si respetas aunque opinas, si no solamente miras,
Si no crees en sus mentiras solo di: ¡Uoohoo!";False
"El tiempo corre tan deprisa,
Que sin darnos cuenta pasamos del llanto a la sonrisa,
Y a lo tonto perdí tanto, fijándome en el que pisa,
Que ahora queda disfrutar de las caricias de esta brisa,
Mi vida basada en cambios constantes,
Sé que lo añoráis pero no soy el Porta de antes,
Negativo y arrogante, para mí no es importante,
El destino, pero si el camino y mis acompañantes,
Me he equivocado como todos y he rectificado,
Pedí perdón aunque también he perdonado,
Lo raro seria no haber cambiado,
He estado escuchando al del 2006 y ni me he identificado,
Y ahora dime: ¿Por qué usar el odio si existe el amor?
Cada día intento ser un ser mucho mejor,
Si tu vida es gris puedes llenarla de color,
Tirar un segundo es el primer error.


[Estribillo] (x2)
El tiempo que has gastado ya no volverá,
El tiempo que has perdido te ha hecho madurar,
El tiempo que has pasado con quien ya no está,
Quizás lo valores cuando intentes rebobinar.


Si pudiera volver no cambiaría nada,
Te volvería a perder, volvería la lluvia a mi almohada,
Me volvería a doler y haría ver que no me importaba,
Aquel día deje der ser ese que siempre luchaba,
Pero ya no, hoy no pienso como ayer,
Tal vez tú quieras creer que eso son contradicciones,
La vida da lecciones y te ayuda a comprender,
Tú decides si las quieres aprender, o no atender a razones,
Y no, no es que me arrepienta del pasado,
Pero vivo el presente y lo demás ya quedó atrás,
Si hoy con 30 años no cambiaba ni los pasos mal dados,
Porque no habría llegado a ser el que soy jamás,
Verás, aquí solo quedan fotos, no recuerdos,
No me he vuelto loco, pero estoy muy poco cuerdo,
El reloj de arena roto y noto frío en el infierno,
Quizás en algún lugar remoto algo es eterno.


[Estribillo] (x2)
El tiempo que has gastado ya no volverá,
El tiempo que has perdido te ha hecho madurar,
El tiempo que has pasado con quien ya no está,
Quizás lo valores cuando intentes rebobinar.


Ya no me vez casi en las redes pero sigo,
Aunque me niego a seguir siendo esclavo de lo que escribo,
Estoy poco activo y quieren saber el motivo,
Bien, hay quien graba los momentos, yo los vivo,
Seguro que conoces esa sensación,
Os mentiría si os dijeran la canción,
Que cada día sigo haciendo rap con la misma pasión,
Pero el poco que hago sale desde el corazón.


[Estribillo] (x2)
El tiempo que has gastado ya no volverá,
El tiempo que has perdido te ha hecho madurar,
El tiempo que has pasado con quien ya no está,
Quizás lo valores cuando intentes rebobinar.";False
"[Intrp]
Siempre tuve este flow de maleante,
Thug life, OG, gigante,
Elegante a nadie semejante,
El cantante del aura gigante -te -te -te!.


[]
Estuve fuera mucho tiempo, bastante,
Sigo bendecido en esto, diamante,
Vagando por el infierno, con dante,
Volando tocando el cielo, constante,
Casi no lo cuento un alma ambulante,
Cayendo en un pozo sin poder agarrarme,
Fuera vicio, tengo que levantarme,
Tener talento y nos mostrado,
Es un pecado para el padre,
La vida me ha enseñado y no los libros,
Que pa estar iluminado,
No hay que leerlos hay que vivirlo,
Estamos en sabiduria, dalai lama,
Despejo las nubes con un blunt de rama,
Tocan a la puerta el triunfo me llama,
Yo sigo el camino del destino que marca,
Pitos, flauta, pussys, rata suena a lata,
Tu eres un machaca.


[Puente]
I'm the big poppa, big poppa,
Call me big shotta, big shotta,
I am the chief rocka, chief rocka,
Do my thing, yeah do my thing motherfucker.


All eyes on me, call me Tupac,
Mamichula pasame la hooka,
Que suba yeah que suba la espuma,
Sacala you, yeah saca ya la yuca,
Me gusta hacer burbujas dom perignon,
Ustedes estan perdidos con don pericon,
Yo solo pienso en mi talento y en un millon,
Y otro millon y otro y otro y otro millon,
Ya vas cojiendo como el flow te lo pego dentro,
Fuego, lento, pega- mento,
En una pista siento que puedo parar el tiempo,
Juego con los versos y lo estoy haciendo,
Teremoto soy el epicentro,
En el centro estoy del universo,
El sabor intenso,
De lo bueno añejo,
Estoy puesto pa lo mio paso de tipejos,
No lo estas viendo mirate al espejo,
Si seguimos asi, pronto yo lo dejo,
Me he dejao la vida, me he dejao el pellejo,
Te daba consejos, deja ya el cortejo,
Vengo con machete bitch,
Call me dany trejo,
Yo soy la cultura urbana en estado puro,
El mejor rapero de la city que me tuvo,
Bitch move on..


[Outro]
Porque no te muestras,
Me pusiste a prueba,
Deja la estrategia,
Tengo la inteligencia.";False
"Ya ves pana, sigue lloviendo maná,
Yo sigo con mis penas, pues sigo siendo un pa ná,
Pero no canto nanas, aparte, peino canas,
Malo con las personas, ya sé lo que pasará,
Con la testosterona no le doy cuentas de na,
A naide, ni voy al parque cuando quiero vola',
No estoy de broma ¿Has visto como está el rap ahora?
Cuando yo empecé todo era campo na' ma',
Vengo del patio trasero, estuve hablando unos y ceros,
Quieren que espere fuera con los demás,
Vacío el cenicero como una ofrenda de paz,
Vacío y atmósfera crean una estrella fugaz,
Somos la flor y nata, la mentira y la verdad,
Cambio de zapas pero nunca de mentalidad,
Tenemos muchas capas, ganamos pocas copas,
Nado y guardo la ropa y luego fumo hasta quedarme sopa.


[Cutz: Dj Pere]


Son viejos puntos de vista,
Si no mato la liga es porque soy pacifista,
Y este es un mundo materialista lleno de fantasmas,
Y me muevo más por el espectro autista,
Con poses demasiado vistas, no digo a los chavales,
Que el talento sea el mejor de los avales;,
Hechos reales: serás tu mejor versión,
En el recuerdo, en el presente eres del montón,
Vivimos a retales cediendo al paso de los años,
Buscando baños de multitudes y de sales,
No sé si valgo, no sé si vales,
Imagino tiempos felices como los mejores finales,
Hablando verdades con buenos modales,
Y lo principal es que esto lo pago en dólares mentales.
Tipos cuerdos quieren ser como yo,
Y no les sale ser un enfermo sin necesidades especiales.


[Cutz: Dj Pere]


Relleno el Clipper despacio,
Viajando hacia el hiper-espacio con la actitud de Luis Enrique,
Guardando distancias con las Flores, no soy Quique,
Echo balones fuera como Iker,
Esto es un pique de psiques,
No hay vuelta atrás ya has comprado el ticket,
Con tiempo de escucha, con mi palique,
Consigo el item de barras infinitas,
Rompiendo el dique, el género lo necesita.
Quitamos el sample congelando el instante,
Esto es para amantes de la mierda de antes.
Todos saben quién los hizo,
¿Cómo voy a pedir disculpas si no se ni pedir permiso?
¿El paraíso será la tierra que piso,
O guardará secretos como un banco suizo?


[Cutz: Dj Pere]";False
